"InventoryID","SegBoInventoryIDs","Glottocode","ISO6393","LanguageName","Phoneme","Allophones","Marginal","SegmentClass","Source","PhoibleID","in_phoible","in_segbo","phoible_rank","same_doculect","full_intersection","rank"
1160,"1","abau1245","aau","Abau","ɑ","ɑ","FALSE","vowel","ph",NA,1,NA,1,NA,NA,1
1160,"1","abau1245","aau","Abau","e","e","FALSE","vowel","ph",NA,1,NA,1,NA,NA,1
1160,"1","abau1245","aau","Abau","h","h ɸ m̥ n̥","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1160,"1","abau1245","aau","Abau","i","i","FALSE","vowel","ph",NA,1,NA,1,NA,NA,1
1160,"1","abau1245","aau","Abau","j","j","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1160,"1","abau1245","aau","Abau","k","k kʰ","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1160,"1","abau1245","aau","Abau","m","m","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1160,"1","abau1245","aau","Abau","n","n","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1160,"1","abau1245","aau","Abau","o","o","FALSE","vowel","ph",NA,1,NA,1,NA,NA,1
1160,"1","abau1245","aau","Abau","p","p pʰ b","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1160,"1","abau1245","aau","Abau","ɾ","d t ɹ ɾ","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1160,"1","abau1245","aau","Abau","s","s","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1160,"1","abau1245","aau","Abau","u","u","FALSE","vowel","ph",NA,1,NA,1,NA,NA,1
1160,"1","abau1245","aau","Abau","w","w","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1160,"1","abau1245","aau","Abau","t",NA,NA,NA,"ph",NA,NA,1,1,NA,NA,1
1160,"1","abau1245","aau","Abau","d̠ʒ",NA,NA,NA,"ph",NA,NA,1,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","a",NA,NA,"vowel","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","aː",NA,NA,"vowel","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","c",NA,NA,"consonant","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","e",NA,NA,"vowel","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","eː",NA,NA,"vowel","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","ə",NA,NA,"vowel","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","əː",NA,NA,"vowel","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","ɣ",NA,NA,"consonant","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","h",NA,NA,"consonant","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","i",NA,NA,"vowel","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","iː",NA,NA,"vowel","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","k",NA,NA,"consonant","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","l",NA,NA,"consonant","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","m",NA,NA,"consonant","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","n",NA,NA,"consonant","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","ɲ",NA,NA,"consonant","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","o",NA,NA,"vowel","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","oː",NA,NA,"vowel","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","p",NA,NA,"consonant","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","q",NA,NA,"consonant","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","ɾ",NA,NA,"consonant","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","ʁ",NA,NA,"consonant","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","t",NA,NA,"consonant","saphon",NA,1,NA,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","d",NA,NA,NA,"saphon",NA,NA,1,1,NA,NA,1
1914,"526","abip1241","axb","Abipon","s",NA,NA,NA,"saphon",NA,NA,1,1,NA,NA,1
235,"526","abip1241","axb","ABIPON","a",NA,"FALSE","vowel","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","e̞",NA,"FALSE","vowel","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","ɣ",NA,"FALSE","consonant","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","h",NA,"FALSE","consonant","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","i",NA,"FALSE","vowel","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","ɨ",NA,"FALSE","vowel","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","j",NA,"FALSE","consonant","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","k",NA,"FALSE","consonant","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","l̪|l",NA,"FALSE","consonant","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","m",NA,"FALSE","consonant","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","n̪|n",NA,"FALSE","consonant","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","ɲ",NA,"FALSE","consonant","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","o̞",NA,"FALSE","vowel","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","p",NA,"FALSE","consonant","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","q",NA,"FALSE","consonant","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","R̪|R",NA,"FALSE","consonant","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","ʁ",NA,"FALSE","consonant","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","t̪|t",NA,"FALSE","consonant","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","t̠ʃ",NA,"FALSE","consonant","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","w",NA,"FALSE","consonant","upsid",NA,1,NA,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","d",NA,NA,NA,"upsid",NA,NA,1,2,NA,NA,NA
235,"526","abip1241","axb","ABIPON","s",NA,NA,NA,"upsid",NA,NA,1,2,NA,NA,NA
1093,"4","achi1257","ace","Acehnese","a","a ã","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ã","ã","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ai","ai","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ãi","ãi","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","b","b","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","c","c","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","d","d","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","e","e ẽ","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ə","ə ə̃","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","əi","əi","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ɛ","ɛ ɛ̃","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ɛ̃","ɛ̃","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ɛə","ɛə","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ɛ̃ə","ɛ̃ə","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","f","f","TRUE","consonant","ph",NA,1,1,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ɡ","ɡ","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","h","h","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","i","i ĩ","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ĩ","ĩ","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","iə","iə","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ĩə","ĩə","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","j","j","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ɟ","ɟ","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","k","k","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","l","l","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","m","m","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","n","n","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ɲ","ɲ","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ŋ","ŋ","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","o","o õ","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","oi","oi","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ɔ","ɔ ɔ̃","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ɔ̃","ɔ̃","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ɔə","ɔə","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ɔi","ɔi","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","p","p","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","r","r","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","s","s","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ʃ","ʃ","FALSE","consonant","ph",NA,1,1,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","t","t","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","u","u ũ","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ũ","ũ","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","uə","uə","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ũə","ũə","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ui","ui","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ɯ","ɯ ɯ̃","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ɯ̃","ɯ̃","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ɯə","ɯə","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ɯ̃ə","ɯ̃ə","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ʌ","ʌ ʌ̃","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ʌ̃","ʌ̃","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ʌə","ʌə","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ʌi","ʌi","FALSE","vowel","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","w","w","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1093,"4","achi1257","ace","Acehnese","ʔ","ʔ","FALSE","consonant","ph",NA,1,NA,1,NA,1,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","a","a","FALSE","vowel","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","aː","aː","FALSE","vowel","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","b","b","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","ɓ","ɓ","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","d","d","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","d̠ʒ","d̠ʒ","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","ɗ","ɗ","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","e","e","FALSE","vowel","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","eː","eː","FALSE","vowel","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","ɡ","ɡ","FALSE","consonant","ph",NA,1,1,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","h","h","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","i","i","FALSE","vowel","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","iː","iː","FALSE","vowel","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","j","j","FALSE","consonant","ph",NA,1,1,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","k","k","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","l","l","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","m","m","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","mb","mb","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","n","n","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","nd","nd","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","n̠d̠ʒ","n̠d̠ʒ","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","ɲ","ɲ","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","ŋ","ŋ","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","ŋɡ","ŋɡ","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","o","o","FALSE","vowel","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","p","p","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","ɸ","ɸ","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","r","r","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","s","s","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","t","t","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","t̠ʃ","t̠ʃ","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","u","u","FALSE","vowel","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","uː","uː","FALSE","vowel","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","w","w","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","ʔ","ʔ","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","β","β","FALSE","consonant","ph",NA,1,NA,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","z",NA,NA,NA,"ph",NA,NA,1,1,NA,NA,1
1234,"556","adam1253","fub","Adamawa Fulfulde; Adamawa Fulani","f",NA,NA,NA,"ph",NA,NA,1,1,NA,NA,1
1241,"556","adam1253","fub","Fulfulde (Cameroon)","a","a","FALSE","vowel","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","aː","aː","FALSE","vowel","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","b","b","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","bː","bː","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","ɓ","ɓ","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","ɓː","ɓː","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","d","d","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","dː","dː","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","d̠ʒ","d̠ʒ","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","ɗ","ɗ","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","ɗː","ɗː","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","e","e","FALSE","vowel","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","eː","eː","FALSE","vowel","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","f","f","FALSE","consonant","gm",NA,1,1,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","ɡ","ɡ","FALSE","consonant","gm",NA,1,1,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","ɡː","ɡː","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","h","h ɦ","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","i","i","FALSE","vowel","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","iː","iː","FALSE","vowel","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","j","j","FALSE","consonant","gm",NA,1,1,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","k","k","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","kː","kː","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","l","l","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","lː","lː","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","m","m","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","mː","mː","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","mb","mb","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","n","n","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","nː","nː","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","nd","nd","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","n̠d̠ʒ","n̠d̠ʒ","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","ɲ","ɲ","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","ŋ","ŋ","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","ŋɡ","ŋɡ","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","o","o","FALSE","vowel","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","oː","oː","FALSE","vowel","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","q","q","TRUE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","r","r","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","s","s","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","t","t","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","t̠ʃ","t̠ʃ","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","t̠ʃː","t̠ʃː","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","u","u","FALSE","vowel","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","uː","uː","FALSE","vowel","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","w","w","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","ʒ","ʒ","TRUE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","ʔʲ","ʔʲ","FALSE","consonant","gm",NA,1,NA,2,NA,NA,NA
1241,"556","adam1253","fub","Fulfulde (Cameroon)","z",NA,NA,NA,"gm",NA,NA,1,2,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","a","a","FALSE","vowel","gm",NA,1,NA,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","aː","aː","FALSE","vowel","gm",NA,1,NA,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","b","b","FALSE","consonant","gm",NA,1,NA,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","ɓ","ɓ","FALSE","consonant","gm",NA,1,NA,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","d","d","FALSE","consonant","gm",NA,1,NA,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","d̠ʒ","d̠ʒ","FALSE","consonant","gm",NA,1,NA,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","ɗ","ɗ","FALSE","consonant","gm",NA,1,NA,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","e","e","FALSE","vowel","gm",NA,1,NA,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","eː","eː","FALSE","vowel","gm",NA,1,NA,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","f","f","FALSE","consonant","gm",NA,1,1,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","ɡ","ɡ","FALSE","consonant","gm",NA,1,1,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","h","h","FALSE","consonant","gm",NA,1,NA,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","i","i","FALSE","vowel","gm",NA,1,NA,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","iː","iː","FALSE","vowel","gm",NA,1,NA,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","j","j","FALSE","consonant","gm",NA,1,1,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","k","k","FALSE","consonant","gm",NA,1,NA,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","l","l","FALSE","consonant","gm",NA,1,NA,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","m","m","FALSE","consonant","gm",NA,1,NA,3,NA,NA,NA
1253,"556","adam1253","fub","fulfulde (fuunaangere)","mb","mb","FALSE","consonant","gm",NA,1,NA,3,NA,NA,NA
